0;0;1.5;1.5
1.99926;-0.0791988;1.5;1.5
3.99593;-0.194781;1.5;1.5
5.98669;-0.384974;1.5;1.5
7.9715;-0.639354;1.5;1.5
9.95356;-0.899304;1.5;1.5
11.9371;-1.11627;1.5;1.5
13.9297;-1.28968;1.5;1.5
15.9383;-1.43536;1.5;1.5
17.9352;-1.67121;1.5;1.5
19.8585;-2.21631;1.5;1.5
21.6225;-3.23796;1.5;1.5
23.0563;-4.68553;1.5;1.5
23.9781;-6.45464;1.5;1.5
24.3861;-8.42626;1.5;1.5
24.4373;-10.4685;1.5;1.5
24.2575;-12.4761;1.5;1.5
23.8557;-14.4315;1.5;1.5
23.2175;-16.3321;1.5;1.5
22.3289;-18.1381;1.5;1.5
21.1758;-19.7795;1.5;1.5
19.7621;-21.2018;1.5;1.5
18.1457;-22.4011;1.5;1.5
16.3937;-23.3838;1.5;1.5
14.5509;-24.1695;1.5;1.5
12.6457;-24.7877;1.5;1.5
10.705;-25.2795;1.5;1.5
8.75412;-25.7201;1.5;1.5
6.81541;-26.1834;1.5;1.5
4.87274;-26.6338;1.5;1.5
2.88086;-26.9528;1.5;1.5
0.835651;-27.017;1.5;1.5
-1.14484;-26.6945;1.5;1.5
-2.92985;-25.8679;1.5;1.5
-4.5138;-24.6276;1.5;1.5
-5.98014;-23.212;1.5;1.5
-7.3985;-21.7957;1.5;1.5
-8.79776;-20.3789;1.5;1.5
-10.2028;-18.9422;1.5;1.5
-11.6706;-17.5668;1.5;1.5
-13.2799;-16.4026;1.5;1.5
-15.0775;-15.5536;1.5;1.5
-17.0251;-14.9998;1.5;1.5
-19.0665;-14.7119;1.5;1.5
-21.0977;-14.782;1.5;1.5
-22.9851;-15.3771;1.5;1.5
-24.6062;-16.5696;1.5;1.5
-25.8672;-18.194;1.5;1.5
-26.688;-20.0553;1.5;1.5
-27.0898;-22.0288;1.5;1.5
-27.1553;-24.0333;1.5;1.5
-27.0018;-26.0203;1.5;1.5
-26.8222;-28.0148;1.5;1.5
-26.8155;-30.0428;1.5;1.5
-27.1327;-32.0392;1.5;1.5
-27.8955;-33.8857;1.5;1.5
-29.0311;-35.5646;1.5;1.5
-30.0751;-37.2631;1.5;1.5
-30.5572;-39.1671;1.5;1.5
-30.4132;-41.2081;1.5;1.5
-29.808;-43.1744;1.5;1.5
-28.8793;-44.9468;1.5;1.5
-27.7106;-46.5764;1.5;1.5
-26.37;-48.1129;1.5;1.5
-24.8499;-49.4415;1.5;1.5
-23.106;-50.3678;1.5;1.5
-21.1537;-50.8085;1.5;1.5
-19.1142;-50.8763;1.5;1.5
-17.1042;-50.7038;1.5;1.5
-15.1299;-50.4256;1.5;1.5
-13.1476;-50.1772;1.5;1.5
-11.1413;-50.0789;1.5;1.5
-9.1418;-50.225;1.5;1.5
-7.18771;-50.6973;1.5;1.5
-5.33979;-51.5031;1.5;1.5
-3.66816;-52.6163;1.5;1.5
-2.20843;-53.9917;1.5;1.5
-0.942206;-55.5551;1.5;1.5
0.157124;-57.2331;1.5;1.5
1.13985;-58.9759;1.5;1.5
2.065;-60.7439;1.5;1.5
2.94159;-62.533;1.5;1.5
3.70154;-64.393;1.5;1.5
4.2536;-66.363;1.5;1.5
4.39768;-68.3803;1.5;1.5
3.89363;-70.34;1.5;1.5
2.68832;-72.0433;1.5;1.5
1.00305;-73.1547;1.5;1.5
-0.936643;-73.4462;1.5;1.5
-2.97662;-73.1691;1.5;1.5
-4.98485;-72.6873;1.5;1.5
-6.9179;-72.177;1.5;1.5
-8.81829;-71.6324;1.5;1.5
-10.7225;-71.0456;1.5;1.5
-12.6304;-70.4292;1.5;1.5
-14.5335;-69.8012;1.5;1.5
-16.435;-69.184;1.5;1.5
-18.3493;-68.605;1.5;1.5
-20.279;-68.0616;1.5;1.5
-22.1787;-67.4352;1.5;1.5
-23.9917;-66.5839;1.5;1.5
-25.66;-65.4543;1.5;1.5
-27.1243;-64.0796;1.5;1.5
-28.3657;-62.5133;1.5;1.5
-29.5137;-60.8719;1.5;1.5
-30.7252;-59.2813;1.5;1.5
-32.0338;-57.7685;1.5;1.5
-33.359;-56.2687;1.5;1.5
-34.6362;-54.73;1.5;1.5
-35.8742;-53.159;1.5;1.5
-37.098;-51.575;1.5;1.5
-38.3139;-49.9854;1.5;1.5
-39.5113;-48.3865;1.5;1.5
-40.6913;-46.7797;1.5;1.5
-41.9005;-45.1861;1.5;1.5
-43.1882;-43.628;1.5;1.5
-44.4568;-42.0573;1.5;1.5
-45.4732;-40.3615;1.5;1.5
-46.0684;-38.468;1.5;1.5
-46.3212;-36.4545;1.5;1.5
-46.3628;-34.4287;1.5;1.5
-46.2774;-32.4316;1.5;1.5
-46.1081;-30.4454;1.5;1.5
-45.881;-28.4578;1.5;1.5
-45.5688;-26.4802;1.5;1.5
-45.1358;-24.5286;1.5;1.5
-44.5957;-22.603;1.5;1.5
-44.0053;-20.6895;1.5;1.5
-43.4089;-18.7782;1.5;1.5
-42.803;-16.8728;1.5;1.5
-42.1737;-14.9798;1.5;1.5
-41.5044;-13.0995;1.5;1.5
-40.7759;-11.2268;1.5;1.5
-39.9529;-9.37923;1.5;1.5
-38.9464;-7.65031;1.5;1.5
-37.6631;-6.14332;1.5;1.5
-36.126;-4.85886;1.5;1.5
-34.4516;-3.71528;1.5;1.5
-32.7266;-2.66587;1.5;1.5
-30.939;-1.77971;1.5;1.5
-29.0602;-1.14092;1.5;1.5
-27.1035;-0.719629;1.5;1.5
-25.1153;-0.3963;1.5;1.5
-23.1307;-0.093333;1.5;1.5
-21.147;0.132876;1.5;1.5
-19.1552;0.207466;1.5;1.5
-17.1549;0.158277;1.5;1.5
-15.1522;0.0932545;1.5;1.5
-13.1516;0.0896134;1.5;1.5
-11.1523;0.125549;1.5;1.5
-9.15274;0.161811;1.5;1.5
-7.15259;0.176434;1.5;1.5
-5.15269;0.160916;1.5;1.5
-3.15357;0.112295;1.5;1.5
